"","Team","Year","Pass.Attempts","Pass.Completion.Rate","Avg.Passing.Yards","Rush Attempts","Avg Rushing Yards"
"769","Green Bay Packers",2012,278,58.6,2157.5,32.6666666666667,143.833333333333
"770","Green Bay Packers",2013,142.5,63.95,1134.5,51,237.333333333333
"771","Green Bay Packers",2014,268,57.8,2223.5,62.1428571428571,273.857142857143
"772","Green Bay Packers",2015,286.5,80.35,1912.5,47.3333333333333,202.444444444444
"773","Green Bay Packers",2016,310,42.85,2222.5,33.0909090909091,151.727272727273
"774","Houston Oilers",1960,40,26.6,421,60.5,238
"775","Houston Oilers",1961,44.3333333333333,17.3333333333333,401.666666666667,76.8,324.8
"776","Houston Oilers",1962,NA,NA,NA,99.5,371.75
"777","Houston Oilers",1963,38,24.65,237.5,41,143.857142857143
"778","Houston Oilers",1964,NA,NA,NA,49.3333333333333,174
"779","Houston Oilers",1965,NA,NA,NA,37,108.333333333333
"780","Houston Oilers",1966,NA,NA,NA,39,109.333333333333
"781","Houston Oilers",1967,80.25,34.6,373.5,25.8333333333333,114.666666666667
"782","Houston Oilers",1968,154.5,42.75,1000,25.3333333333333,106
"783","Houston Oilers",1969,138,36.0333333333333,892.666666666667,10.5714285714286,45.8571428571429
"784","Houston Oilers",1970,117.5,33.4,692,44.2857142857143,168.571428571429
"785","Houston Oilers",1971,105.75,57.3,660.75,31.7142857142857,100
"786","Houston Oilers",1972,124,46.8666666666667,681.666666666667,12.2,53.2
"787","Houston Oilers",1973,205,56.15,1185,10.6666666666667,36
"788","Houston Oilers",1974,120.333333333333,37.5,758.333333333333,27.1666666666667,70.6666666666667
"789","Houston Oilers",1975,173,48.85,1049.5,47.75,186
"790","Houston Oilers",1976,211,53.55,1214.5,14.5,40.6666666666667
"791","Houston Oilers",1977,171.5,49.4,1031.5,35.8333333333333,145.666666666667
"792","Houston Oilers",1978,186,52.05,1236.5,68.3333333333333,310.666666666667
"793","Houston Oilers",1979,192.5,51.4,1247,69.8571428571429,302.857142857143
"794","Houston Oilers",1980,NA,NA,NA,79.1666666666667,385.666666666667
"795","Houston Oilers",1981,52,71.7666666666667,377,84.4,322.2
"796","Houston Oilers",1982,95.6666666666667,35.6,627.333333333333,25.875,94.625
"797","Houston Oilers",1983,88,67.1333333333333,629,44.5,181.125
"798","Houston Oilers",1984,NA,NA,NA,53.3333333333333,188.333333333333
"799","Houston Oilers",1985,NA,NA,NA,9.33333333333333,37.3333333333333
"800","Houston Oilers",1986,NA,NA,NA,28.1666666666667,112.5
"801","Houston Oilers",1987,113,49.6,728,18,69.875
"802","Houston Oilers",1988,67,36.85,419.5,29.8,115.6
"803","Houston Oilers",1989,NA,NA,NA,48.5,223
"804","Houston Oilers",1990,55,67.3,383,26.6666666666667,128.333333333333
"805","Houston Oilers",1991,NA,NA,NA,59.6666666666667,249
"806","Houston Oilers",1992,227,65.6,1710,7.4,32
"807","Houston Oilers",1993,47,65.85,330,5.66666666666667,29.8333333333333
"808","Houston Oilers",1994,138.5,36.75,804,9.33333333333333,45.8333333333333
"809","Houston Oilers",1995,178.5,31.6,1230,70.5,247.75
"810","Houston Oilers",1996,320,57.5,2099,88.4,355.6
"811","Houston Texans",2002,149,67.5,878.666666666667,84.2,270.4
"812","Houston Texans",2003,87.8,33.28,568.2,20.4285714285714,71.2857142857143
"813","Houston Texans",2004,157,37.0666666666667,1182.33333333333,27.6666666666667,106.833333333333
"814","Houston Texans",2005,224,58.25,1330.5,31.6,130.8
"815","Houston Texans",2006,442,68.3,2767,48.3333333333333,194
"816","Houston Texans",2007,NA,NA,NA,49.5,200
"817","Houston Texans",2008,NA,NA,NA,5,14.5
"818","Houston Texans",2009,NA,NA,NA,20,97.6666666666667
"819","Houston Texans",2010,NA,NA,NA,126.333333333333,647
"820","Houston Texans",2011,58.3333333333333,67.4666666666667,405.666666666667,52,240.2
"821","Houston Texans",2012,NA,NA,NA,81,355.833333333333
"822","Houston Texans",2013,137.5,61.2,936.5,50,212.5
"823","Houston Texans",2014,80.8333333333333,71.4666666666667,576.666666666667,68.125,269.625
"824","Houston Texans",2015,88.4285714285714,53.5428571428571,582.714285714286,33.9090909090909,127
"825","Houston Texans",2016,291.5,61,1709,45.6,185.9
"826","Indianapolis Colts",1984,117.666666666667,66.0333333333333,730.333333333333,58.6666666666667,272.333333333333
"827","Indianapolis Colts",1985,155.333333333333,48.8333333333333,935,12.7142857142857,77.5714285714286
"828","Indianapolis Colts",1986,NA,NA,NA,19,86.3333333333333
"829","Indianapolis Colts",1987,NA,NA,NA,56.2,258
"830","Indianapolis Colts",1988,233,55.4,1619,147.333333333333,625
"831","Indianapolis Colts",1989,65,48.4,408.5,66.4,286
"832","Indianapolis Colts",1990,171,39.6,1086.5,88.5,339.5
"833","Indianapolis Colts",1991,485,60.2,2910,39.5,137.5
"834","Indianapolis Colts",1992,153.5,27.3,981.5,49.25,155
"835","Indianapolis Colts",1993,144,37.2333333333333,877,23,82.6
"836","Indianapolis Colts",1994,94,38.825,629.75,66.1666666666667,273.666666666667
"837","Indianapolis Colts",1995,132.666666666667,41.3,1053.66666666667,79.6,302.6
"838","Indianapolis Colts",1996,205,78.65,1352.5,63.4,204.6
"839","Indianapolis Colts",1997,155,30.6,1030,66.6,270.6
"840","Indianapolis Colts",1998,575,56.7,3739,75,292.8
"841","Indianapolis Colts",1999,273,57.95,2091,104.5,414.5
"842","Indianapolis Colts",2001,274,81.35,2085,84.2,383.6
"843","Indianapolis Colts",2002,591,66.3,4200,54.3333333333333,198.333333333333
"844","Indianapolis Colts",2003,566,67,4267,75.4,290.2
"845","Indianapolis Colts",2004,497,67.6,4557,103.25,459
"846","Indianapolis Colts",2005,453,67.3,3747,111.5,421.75
"847","Indianapolis Colts",2006,557,65,4397,109.75,440.5
"848","Indianapolis Colts",2007,515,65.4,4040,73,280.166666666667
"849","Indianapolis Colts",2008,555,66.8,4002,58.3333333333333,203.5
"850","Indianapolis Colts",2009,150.25,49.35,1151.25,53.8,179.8
"851","Indianapolis Colts",2010,679,66.3,4700,43.6666666666667,164.666666666667
"852","Indianapolis Colts",2011,218,58.75,1371,49.2,190
"853","Indianapolis Colts",2012,314,27.05,2187,52.3333333333333,203.333333333333
"854","Indianapolis Colts",2013,291,59.25,1976,31.5,122.125
"855","Indianapolis Colts",2014,330,64.95,2531,41.1666666666667,139.333333333333
"856","Indianapolis Colts",2015,186.333333333333,58.7333333333333,1209.66666666667,35.7777777777778,136.555555555556
"857","Indianapolis Colts",2016,194.333333333333,41.9,1485.33333333333,45.3333333333333,180.888888888889
"858","Jacksonville Jaguars",1995,NA,NA,NA,20,73
"859","Jacksonville Jaguars",1996,NA,NA,NA,4.5,12
"860","Jacksonville Jaguars",1997,NA,NA,NA,3.8,15.8
"861","Jacksonville Jaguars",1998,54.5,56.55,371,76.5,362
"862","Jacksonville Jaguars",1999,94,64.9,656,40.6,177.2
"863","Jacksonville Jaguars",2001,61,52.5,361,51,210.8
"864","Jacksonville Jaguars",2002,46,50,231,102.75,470
"865","Jacksonville Jaguars",2003,144,60.7333333333333,979,62.5714285714286,272.857142857143
"866","Jacksonville Jaguars",2004,256.5,56.65,1657.5,72.8,323.8
"867","Jacksonville Jaguars",2005,235,58.1,1620,66.2,263.4
"868","Jacksonville Jaguars",2006,212,59.6,1447,55.8333333333333,258.833333333333
"869","Jacksonville Jaguars",2007,325,64,2509,72.75,360.25
"870","Jacksonville Jaguars",2008,268.5,31.3,1810,37.5,156
"871","Jacksonville Jaguars",2009,259.5,47.1,1799.5,26.2,123
"872","Jacksonville Jaguars",2010,144.666666666667,58.5,1044.66666666667,29.8571428571429,151.285714285714
"873","Jacksonville Jaguars",2011,234.5,52.2,1255,20.1428571428571,49
"874","Jacksonville Jaguars",2012,293,56.1,1873,25.2222222222222,86.7777777777778
"875","Jacksonville Jaguars",2013,147.75,52.35,935.75,15.8888888888889,51.7777777777778
"876","Jacksonville Jaguars",2014,111.4,62.54,690.2,51.4285714285714,233.285714285714
"877","Jacksonville Jaguars",2015,606,58.6,4428,42.375,176.375
"878","Jacksonville Jaguars",2016,313,79.45,1962.5,43.2222222222222,179.555555555556
"879","Kansas City Chiefs",1963,352,54,2389,20,162
"880","Kansas City Chiefs",1964,181.5,50.3,1464.5,15.3333333333333,45.6666666666667
"881","Kansas City Chiefs",1965,197,46.9,1447,17.75,80.75
"882","Kansas City Chiefs",1966,94,24.825,776.25,40,241.2
"883","Kansas City Chiefs",1967,95.5,28.575,693.25,50,222.166666666667
"884","Kansas City Chiefs",1968,90,38.0333333333333,830.666666666667,34,127.166666666667
"885","Kansas City Chiefs",1969,62.3333333333333,73,488.333333333333,25.5714285714286,109.285714285714
"886","Kansas City Chiefs",1970,262,53.8,1876,7,35.8333333333333
"887","Kansas City Chiefs",1971,301,55.5,2504,18.75,69
"888","Kansas City Chiefs",1972,305,57.4,1835,27,101.166666666667
"889","Kansas City Chiefs",1973,55.3333333333333,37.9,371.333333333333,29.3333333333333,97
"890","Kansas City Chiefs",1974,84,35.1333333333333,563,14.875,51.5
"891","Kansas City Chiefs",1975,108.5,56.6,770,38,140.4
"892","Kansas City Chiefs",1976,40.5,45.35,310.5,48.6666666666667,175.166666666667
"893","Kansas City Chiefs",1977,92,51.1,691,45.8,176.4
"894","Kansas City Chiefs",1978,79,55.7,415,53.7142857142857,245.285714285714
"895","Kansas City Chiefs",1979,NA,NA,NA,36.3333333333333,134.666666666667
"896","Kansas City Chiefs",1980,69,53.6,542,33.4285714285714,114.285714285714
"897","Kansas City Chiefs",1981,92,17.8666666666667,661,73.4285714285714,324.857142857143
"898","Kansas City Chiefs",1982,57,52.0666666666667,399.666666666667,35.4285714285714,123.857142857143
"899","Kansas City Chiefs",1983,202,69.1333333333333,1471.33333333333,32.75,98.375
"900","Kansas City Chiefs",1984,149.5,47.35,1081,14.125,49
"901","Kansas City Chiefs",1985,338,53.6,2536,10.4,29
"902","Kansas City Chiefs",1986,154.5,26.15,961,10,-1
"903","Kansas City Chiefs",1987,85.75,42,629,26.9,107.5
"904","Kansas City Chiefs",1988,264,52.5,1742,40.25,151.625
"905","Kansas City Chiefs",1989,87,44.96,644,52.5555555555556,210
"906","Kansas City Chiefs",1990,224.5,49.05,1729,55,165.2
"907","Kansas City Chiefs",1991,239,61.3,1640.5,63.25,257
"908","Kansas City Chiefs",1992,NA,NA,NA,36.75,116.25
"909","Kansas City Chiefs",1993,NA,NA,NA,49.1666666666667,181.333333333333
"910","Kansas City Chiefs",1994,NA,NA,NA,63.75,241
"911","Kansas City Chiefs",1995,NA,NA,NA,39.5,178.25
"912","Kansas City Chiefs",1996,45.5,30,245.5,46.8333333333333,188.5
"913","Kansas City Chiefs",1997,44.75,89,296.5,31,135.5
"914","Kansas City Chiefs",1998,354,58.2,2305,25.2,91.2
"915","Kansas City Chiefs",1999,NA,NA,NA,39.3333333333333,216.666666666667
"916","Kansas City Chiefs",2001,NA,NA,NA,12.6666666666667,40.8333333333333
"917","Kansas City Chiefs",2002,NA,NA,NA,10.25,48
"918","Kansas City Chiefs",2003,NA,NA,NA,15.5,56.75
"919","Kansas City Chiefs",2004,NA,NA,NA,21.1428571428571,102
"920","Kansas City Chiefs",2005,NA,NA,NA,89,456
"921","Kansas City Chiefs",2006,NA,NA,NA,71.3333333333333,304.5
"922","Kansas City Chiefs",2007,NA,NA,NA,30.6666666666667,104.5
"923","Kansas City Chiefs",2008,140.666666666667,84.9333333333333,872.333333333333,67.6,334.4
"924","Kansas City Chiefs",2009,247,27.5,1462,41,186.2
"925","Kansas City Chiefs",2010,228,62.45,1575.5,44.1428571428571,246.571428571429
"926","Kansas City Chiefs",2011,166.666666666667,60,1096,35.1111111111111,146.888888888889
"927","Kansas City Chiefs",2012,237,57.5,1468.5,67.8333333333333,340.166666666667
"928","Kansas City Chiefs",2013,273,63.2,1780.5,61.5714285714286,289.428571428571
"929","Kansas City Chiefs",2014,164.333333333333,74.1333333333333,1142.66666666667,58.7142857142857,269.142857142857
"930","Kansas City Chiefs",2015,157.666666666667,88.4333333333333,1164.33333333333,39.6363636363636,185.818181818182
"931","Kansas City Chiefs",2016,136.5,58.15,978.5,34.3333333333333,145.666666666667
"932","Los Angeles Chargers",1960,103.75,20.15,760.25,32.25,129.25
"933","Los Angeles Raiders",1982,NA,NA,NA,47.2,195.2
"934","Los Angeles Raiders",1983,NA,NA,NA,87.5,331.25
"935","Los Angeles Raiders",1984,NA,NA,NA,86.5,357
"936","Los Angeles Raiders",1985,NA,NA,NA,137.333333333333,620.333333333333
"937","Los Angeles Raiders",1986,NA,NA,NA,175,647.5
"938","Los Angeles Raiders",1987,42.5,48.5,326.5,48.8571428571429,239.428571428571
"939","Los Angeles Raiders",1988,129,47.05,930,78,306.6
"940","Los Angeles Raiders",1989,65.6666666666667,48.9666666666667,533.333333333333,52,262.6
"941","Los Angeles Raiders",1990,112,51.5,961.666666666667,57.4285714285714,236.857142857143
"942","Los Angeles Raiders",1991,82.8,60.66,595.4,35.1666666666667,135.666666666667
"943","Los Angeles Raiders",1992,157,50.8,983.333333333333,43,185.444444444444
"944","Los Angeles Raiders",1993,76,59.2,640,20.6666666666667,55
"945","Los Angeles Raiders",1994,33,54.5,222,10.25,44.5
"946","Los Angeles Rams",1946,65.2,40.12,416,34.875,147
"947","Los Angeles Rams",1947,71.5,39.275,410.75,35.3333333333333,178
"948","Los Angeles Rams",1948,79,40.28,549.6,18.4166666666667,78
"949","Los Angeles Rams",1949,122,52.4,939.666666666667,21.8571428571429,87.2857142857143
"950","Los Angeles Rams",1950,150.333333333333,57.2666666666667,1232.66666666667,28,117.857142857143
"951","Los Angeles Rams",1951,93.25,37.875,824,26.4,107
"952","Los Angeles Rams",1952,82,32.975,609.5,17.7777777777778,70.7777777777778
"953","Los Angeles Rams",1953,145,52.25,1226.5,47.75,267
"954","Los Angeles Rams",1954,107,52,1060,39,227
"955","Los Angeles Rams",1955,114.666666666667,32.2,735.333333333333,58.6666666666667,265.333333333333
"956","Los Angeles Rams",1956,101.666666666667,46.4,823.666666666667,52,245.666666666667
"957","Los Angeles Rams",1957,74,31.2,564,57.5,253.666666666667
"958","Los Angeles Rams",1958,171,26.55,1437.5,66.75,303.5
"959","Los Angeles Rams",1959,89,26.2,671.333333333333,77.75,376.25
"960","Los Angeles Rams",1960,91.5,29.1,647,46.6666666666667,205.5
"961","Los Angeles Rams",1961,NA,NA,NA,64.2,312.6
"962","Los Angeles Rams",1962,NA,NA,NA,52.2857142857143,234.285714285714
"963","Los Angeles Rams",1963,75.5,26.05,521.75,41.7142857142857,142.714285714286
"964","Los Angeles Rams",1964,72,22.75,618,31,116
"965","Los Angeles Rams",1965,87,74,667.5,56.3333333333333,236.666666666667
"966","Los Angeles Rams",1966,199,77.35,1293.5,150,633
"967","Los Angeles Rams",1967,187,59.75,1422,76.75,280.5
"968","Los Angeles Rams",1968,92.75,12.575,591,74.1666666666667,297
"969","Los Angeles Rams",1969,200.5,27.2,1274.5,18,69.8
"970","Los Angeles Rams",1970,407,51.8,2552,33.2,123.8
"971","Los Angeles Rams",1971,185,39.45,1152,49.8,236.4
"972","Los Angeles Rams",1972,185.5,45.35,1141,45,212.666666666667
"973","Los Angeles Rams",1973,134.5,57.95,1038,18.1428571428571,71.1428571428571
"974","Los Angeles Rams",1974,112.333333333333,47.1,789.333333333333,20,58.7777777777778
"975","Los Angeles Rams",1975,166.5,52.55,1225,23.1666666666667,89.3333333333333
"976","Los Angeles Rams",1976,105,51.0666666666667,876.333333333333,28.6666666666667,126.777777777778
"977","Los Angeles Rams",1977,84.75,65.8,563.25,28.8888888888889,108.666666666667
"978","Los Angeles Rams",1978,155,28.8666666666667,1036.33333333333,29.7,117.6
"979","Los Angeles Rams",1979,140.666666666667,51.4666666666667,958.333333333333,12.4285714285714,48
"980","Los Angeles Rams",1980,222.5,52.85,1692,35.8571428571429,181.142857142857
"981","Los Angeles Rams",1981,141.666666666667,42.3666666666667,853,11.3333333333333,44.1666666666667
"982","Los Angeles Rams",1982,209,56.5,1609,5.33333333333333,16.6666666666667
"983","Los Angeles Rams",1983,244.5,53.55,1705.5,71.5714285714286,317.285714285714
"984","Los Angeles Rams",1984,89.5,37.85,595.5,93,500
"985","Los Angeles Rams",1985,38,42.1,214,66.6666666666667,277.333333333333
"986","Los Angeles Rams",1986,100.75,60.95,595,78.4285714285714,332.857142857143
"987","Los Angeles Rams",1987,139.666666666667,45.3333333333333,916.666666666667,16.625,67.75
"988","Los Angeles Rams",1988,517,59.6,3964,89.25,367.5
"989","Los Angeles Rams",1989,518,58.7,4310,59.4285714285714,244
"990","Los Angeles Rams",1990,554,55.4,3989,41.5714285714286,149.285714285714
"991","Los Angeles Rams",1991,258.5,48.6,1794,77.75,246.5
"992","Los Angeles Rams",1992,247.5,49.6,1711,64.6666666666667,272.166666666667
"993","Los Angeles Rams",1993,94.6666666666667,60.8666666666667,561,20.3333333333333,77
"994","Los Angeles Rams",1994,97.5,57,746.5,6.42857142857143,28.5714285714286
"995","Los Angeles Rams",2016,107.2,43.1,662.6,46.875,156.5
"996","Miami Dolphins",1966,55,38.2,192,34.5,121.166666666667
"997","Miami Dolphins",1967,48.3333333333333,63.2666666666667,222.666666666667,10.8,64
"998","Miami Dolphins",1968,NA,NA,NA,43,168
"999","Miami Dolphins",1969,74.5,71.95,358.5,47.5,146.5
"1000","Miami Dolphins",1970,NA,NA,NA,40.2,136.4
"1001","Miami Dolphins",1971,NA,NA,NA,39.8,195.8
"1002","Miami Dolphins",1972,NA,NA,NA,38,153
"1003","Miami Dolphins",1973,NA,NA,NA,30.75,135
"1004","Miami Dolphins",1974,NA,NA,NA,73.75,281.25
"1005","Miami Dolphins",1975,NA,NA,NA,63.75,255
"1006","Miami Dolphins",1976,NA,NA,NA,70.75,289
"1007","Miami Dolphins",1977,NA,NA,NA,78.2,358
"1008","Miami Dolphins",1978,NA,NA,NA,48,209
"1009","Miami Dolphins",1979,NA,NA,NA,38.3333333333333,157
"1010","Miami Dolphins",1980,NA,NA,NA,22,116
"1011","Miami Dolphins",1981,NA,NA,NA,77.4,330.6
"1012","Miami Dolphins",1982,NA,NA,NA,54.2,215.4
"1013","Miami Dolphins",1983,150,66.7,1128,81.6666666666667,311.666666666667
"1014","Miami Dolphins",1984,282.5,82.1,2559.5,66.8,255.8
"1015","Miami Dolphins",1985,567,59.3,4137,77.2,291.6
"1016","Miami Dolphins",1986,312.5,30.35,2373,51.1666666666667,228
"1017","Miami Dolphins",1987,276.5,55.75,1924.5,20.8181818181818,83.6363636363636
"1018","Miami Dolphins",1988,310,61.35,2278.5,40.6,146
"1019","Miami Dolphins",1989,200.333333333333,66.6666666666667,1434,9.83333333333333,32.5
"1020","Miami Dolphins",1990,179.666666666667,66.8333333333333,1203.66666666667,8.5,22.75
"1021","Miami Dolphins",1991,187.666666666667,73.1333333333333,1359,13.6666666666667,29
"1022","Miami Dolphins",1992,277.5,29.8,2058,7.6,24
"1023","Miami Dolphins",1993,115.333333333333,56.9333333333333,926.666666666667,20.5714285714286,59.4285714285714
"1024","Miami Dolphins",1994,313.5,60.45,2266.5,52.3333333333333,189.833333333333
"1025","Miami Dolphins",1995,197,77.5333333333333,1466,90.5,331.25
"1026","Miami Dolphins",1996,168,63.2666666666667,1261,8.33333333333333,21.3333333333333
"1027","Miami Dolphins",1997,288,52.3,1972.5,10,17.1666666666667
"1028","Miami Dolphins",1998,537,57.7,3497,14.5,8.5
"1029","Miami Dolphins",1999,186.5,27.65,1224,30.1428571428571,94.5714285714286
"1030","Miami Dolphins",2001,450,60.7,3290,14.5,61.6666666666667
"1031","Miami Dolphins",2002,292,61.3,2024,14.25,71.5
"1032","Miami Dolphins",2003,314,57,2138,14,45
"1033","Miami Dolphins",2004,273,53.45,1539.5,13.5714285714286,41.7142857142857
"1034","Miami Dolphins",2005,NA,NA,NA,3.75,24.25
"1035","Miami Dolphins",2006,228,56.7,1324,7.75,31.5
"1036","Miami Dolphins",2007,208,56.05,1166,30.2857142857143,105.142857142857
"1037","Miami Dolphins",2008,244,62.85,1860,9.5,34
"1038","Miami Dolphins",2009,177.666666666667,59.9,1124.66666666667,6.2,23.4
"1039","Miami Dolphins",2010,138.75,41.15,938.75,13,38.75
"1040","Miami Dolphins",2011,229.5,58.8,1682.5,38.1428571428571,184.428571428571
"1041","Miami Dolphins",2012,168,38.7333333333333,1141.66666666667,49.5714285714286,209.285714285714
"1042","Miami Dolphins",2013,297,46.85,1983,34.2857142857143,147.714285714286
"1043","Miami Dolphins",2014,198.333333333333,38.8,1355.33333333333,36,172.888888888889
"1044","Miami Dolphins",2015,196,87.3,1410.33333333333,44.7142857142857,196.285714285714
"1045","Miami Dolphins",2016,159,43.4333333333333,1238.66666666667,44.1111111111111,200.222222222222
"1046","Minneapolis Red Jackets",1929,NA,NA,NA,0,0
"1047","Minneapolis Red Jackets",1930,NA,NA,NA,0,0
"1048","Minnesota Vikings",1961,75.2,21.32,505.4,24.1666666666667,105.5
"1049","Minnesota Vikings",1962,165,24.75,1297.5,72,349.25
"1050","Minnesota Vikings",1963,177.5,51.9,1343.5,37.8333333333333,177.833333333333
"1051","Minnesota Vikings",1964,108.666666666667,64.2333333333333,871.333333333333,33.4285714285714,156.142857142857
"1052","Minnesota Vikings",1965,123.333333333333,32.3333333333333,953.666666666667,43.125,197.375
"1053","Minnesota Vikings",1966,126.333333333333,67.8666666666667,905.666666666667,32.8888888888889,138.666666666667
"1054","Minnesota Vikings",1967,164.5,43.4,954,63.75,289.5
"1055","Minnesota Vikings",1968,248,52,1695,29.8,115.2
"1056","Minnesota Vikings",1969,124,57.1,902.5,51,197.166666666667
"1057","Minnesota Vikings",1970,43,53.85,329.5,67.5,220
"1058","Minnesota Vikings",1971,90,50,598,46.2,145.4
"1059","Minnesota Vikings",1972,192,53.45,1363,42.125,164.125
"1060","Minnesota Vikings",1973,274,61.7,2113,67.4285714285714,285
"1061","Minnesota Vikings",1974,176,78.35,1302,76.5,294.333333333333
"1062","Minnesota Vikings",1975,146.666666666667,33.3,1032.33333333333,72.1666666666667,277.5
"1063","Minnesota Vikings",1976,221,55.95,1558.5,66.2,265
"1064","Minnesota Vikings",1977,165,59.2,1128,71.8,268.4
"1065","Minnesota Vikings",1978,288,55.15,1739,83.4,247
"1066","Minnesota Vikings",1979,NA,NA,NA,137.5,465.5
"1067","Minnesota Vikings",1980,NA,NA,NA,25.3333333333333,75.3333333333333
"1068","Minnesota Vikings",1981,102,52.9,607,13,54.625
"1069","Minnesota Vikings",1982,NA,NA,NA,17.1666666666667,50.8333333333333
"1070","Minnesota Vikings",1983,222.5,26.9,1420,42,165.625
"1071","Minnesota Vikings",1984,50.5,49.1,320,44.5714285714286,188.142857142857
"1072","Minnesota Vikings",1985,NA,NA,NA,70.5,280
"1073","Minnesota Vikings",1986,NA,NA,NA,70.2,271.2
"1074","Minnesota Vikings",1987,47.5,44.2,312.5,29.9090909090909,120.181818181818
"1075","Minnesota Vikings",1988,NA,NA,NA,50.875,186.75
"1076","Minnesota Vikings",1989,NA,NA,NA,59,232
"1077","Minnesota Vikings",1990,175.5,51.05,1145,51.375,214.375
"1078","Minnesota Vikings",1991,177.5,79.8,1095.5,64.4285714285714,309.714285714286
"1079","Minnesota Vikings",1992,114,28.1,777,51,214.285714285714
"1080","Minnesota Vikings",1993,195,59,1413,8.5,16
"1081","Minnesota Vikings",1994,NA,NA,NA,42.4285714285714,165.142857142857
"1082","Minnesota Vikings",1995,36,69.4,272,17.1428571428571,67
"1083","Minnesota Vikings",1996,104.666666666667,54.2333333333333,763,25,72.25
"1084","Minnesota Vikings",1997,452,60.8,3036,29.6666666666667,110.666666666667
"1085","Minnesota Vikings",1998,54,53.65,394,10,25.4
"1086","Minnesota Vikings",1999,329,58.1,2816,6.66666666666667,19
"1087","Minnesota Vikings",2001,NA,NA,NA,29,90.3333333333333
"1088","Minnesota Vikings",2002,NA,NA,NA,4.2,25.6
"1089","Minnesota Vikings",2003,NA,NA,NA,7.25,33.5
"1090","Minnesota Vikings",2004,NA,NA,NA,3,4
"1091","Minnesota Vikings",2005,294,62.6,1885,13.5,29
"1092","Minnesota Vikings",2006,260,59.75,1612.5,52.25,211.125
"1093","Minnesota Vikings",2007,74.5,64.55,508,66.4285714285714,352.428571428571
"1094","Minnesota Vikings",2008,50.3333333333333,53.0333333333333,353.333333333333,98.4,459.6
"1095","Minnesota Vikings",2009,184.333333333333,45.0333333333333,1467.66666666667,66.2857142857143,273
"1096","Minnesota Vikings",2010,168.333333333333,59.9666666666667,1109,54.75,243.5
"1097","Minnesota Vikings",2011,177,54.15,1114.5,70.1666666666667,367.833333333333
"1098","Minnesota Vikings",2012,483,62.1,2935,69.4285714285714,376.285714285714
"1099","Minnesota Vikings",2013,246.5,61.9,1727.5,70.5,346.833333333333
"1100","Minnesota Vikings",2014,172.333333333333,57.3666666666667,1188.66666666667,31.7692307692308,138.769230769231
"1101","Minnesota Vikings",2015,227,46.95,1623,39.5,184.25
"1102","Minnesota Vikings",2016,196,41.9666666666667,1373,34.5454545454545,109.545454545455
"1103","New England Patriots",1971,NA,NA,NA,73.6,291
"1104","New England Patriots",1972,NA,NA,NA,67.6,251
"1105","New England Patriots",1973,NA,NA,NA,26.4285714285714,90
"1106","New England Patriots",1974,NA,NA,NA,18,54.25
"1107","New England Patriots",1975,35,51.4,221,27.6666666666667,115.666666666667
"1108","New England Patriots",1976,NA,NA,NA,58.3333333333333,280
"1109","New England Patriots",1977,NA,NA,NA,67,230.25
"1110","New England Patriots",1978,NA,NA,NA,55.4285714285714,263.857142857143
"1111","New England Patriots",1979,NA,NA,NA,39.4444444444444,133.111111111111
"1112","New England Patriots",1980,53.5,80,460,68,254.5
"1113","New England Patriots",1981,66.25,43,511.25,27.8571428571429,118.285714285714
"1114","New England Patriots",1982,32.5,22.5,245,23.3333333333333,108.166666666667
"1115","New England Patriots",1983,54.5,45.65,314.5,49.1666666666667,239.166666666667
"1116","New England Patriots",1984,216,80.05,1620.5,111,499
"1117","New England Patriots",1985,150.5,78.1,1086,74.8,323.6
"1118","New England Patriots",1986,151.666666666667,39.9666666666667,1115,56.4,164.2
"1119","New England Patriots",1987,59.75,66.55,391.25,22.1,84.5
"1120","New England Patriots",1988,83,53.6333333333333,499.666666666667,28.25,97.875
"1121","New England Patriots",1989,49.75,48.475,317.25,27.8571428571429,110.857142857143
"1122","New England Patriots",1990,NA,NA,NA,20.8571428571429,72.7142857142857
"1123","New England Patriots",1991,NA,NA,NA,11.75,48.75
"1124","New England Patriots",1992,74.5,44.35,396.5,30,110.2
"1125","New England Patriots",1993,68,28,459,14.75,46
"1126","New England Patriots",1994,NA,NA,NA,30.8,95.6
"1127","New England Patriots",1995,49,57.1,282,95.25,383.5
"1128","New England Patriots",1996,NA,NA,NA,66.8,242.4
"1129","New England Patriots",1997,NA,NA,NA,94.3333333333333,389
"1130","New England Patriots",1998,75,42.7,371,51.1666666666667,192.333333333333
"1131","New England Patriots",1999,NA,NA,NA,53.1428571428571,186.285714285714
"1132","New England Patriots",2001,138.666666666667,71.3,975.333333333333,24.2857142857143,75.2857142857143
"1133","New England Patriots",2002,151.25,28.025,941.75,19.5714285714286,72.5714285714286
"1134","New England Patriots",2003,134,25.775,912.75,31.625,100.875
"1135","New England Patriots",2004,161.666666666667,66.9333333333333,1250,55.7777777777778,231.555555555556
"1136","New England Patriots",2005,188,55.7333333333333,1440.66666666667,45.7777777777778,160.222222222222
"1137","New England Patriots",2006,175.666666666667,63.6666666666667,1196.66666666667,45.1818181818182,177.363636363636
"1138","New England Patriots",2007,292.5,63,2422,45,183.25
"1139","New England Patriots",2008,133.5,73.425,947.5,33.5,152.166666666667
