"","Team","Year","Pass.Attempts","Pass.Completion.Rate","Avg.Passing.Yards","Rush Attempts","Avg Rushing Yards"
"378","Cincinnati Bengals",1988,196,53.75,1796,15.75,77.5
"379","Cincinnati Bengals",1989,228.5,28.35,1762.5,51.8,213.2
"380","Cincinnati Bengals",1990,101.5,38.925,758.75,22.6666666666667,81.5
"381","Cincinnati Bengals",1991,207,78.2,1443,17.8,65.8
"382","Cincinnati Bengals",1992,188,49.9,968.5,32.2,135
"383","Cincinnati Bengals",1993,126,26.125,691.75,36.4,171
"384","Cincinnati Bengals",1994,77.6666666666667,85.5666666666667,462.333333333333,42.5,164.75
"385","Cincinnati Bengals",1995,NA,NA,NA,1.4,0.2
"386","Cincinnati Bengals",1996,NA,NA,NA,32,90
"387","Cincinnati Bengals",1997,93.5,31.7,739,62,267.333333333333
"388","Cincinnati Bengals",1998,172,30.9,1108,47,198.5
"389","Cincinnati Bengals",1999,NA,NA,NA,83.25,376.75
"390","Cincinnati Bengals",2001,291,26.95,1608,77,292
"391","Cincinnati Bengals",2002,473,62.2,3178,62.1666666666667,248.166666666667
"392","Cincinnati Bengals",2003,520,62.3,3591,70.8333333333333,302.333333333333
"393","Cincinnati Bengals",2004,268,59.8,1760,42.8,177.3
"394","Cincinnati Bengals",2005,269,63.2,1967.5,64.2857142857143,264
"395","Cincinnati Bengals",2006,520,62.3,4035,60.7142857142857,232.142857142857
"396","Cincinnati Bengals",2007,575,64.9,4131,55.2857142857143,193.714285714286
"397","Cincinnati Bengals",2008,171,58.6,892.333333333333,27.8571428571429,100.428571428571
"398","Cincinnati Bengals",2009,238.5,48.45,1567,24.625,94.25
"399","Cincinnati Bengals",2010,196.666666666667,53.9333333333333,1329.33333333333,26,102.75
"400","Cincinnati Bengals",2011,258.5,29.05,1699,29.8333333333333,118.333333333333
"401","Cincinnati Bengals",2012,264.5,81.15,1871,14.4,64.8
"402","Cincinnati Bengals",2013,293.5,80.95,2159,32.625,124.875
"403","Cincinnati Bengals",2014,167.666666666667,74.0333333333333,1183.66666666667,41,178.916666666667
"404","Cincinnati Bengals",2015,252.5,66.25,2052,66.7142857142857,257.857142857143
"405","Cincinnati Bengals",2016,563,64.7,4206,55.75,221.125
"406","Cincinnati Reds",1933,NA,NA,NA,27.75,55.5
"407","Cincinnati Reds",1934,NA,NA,NA,11,52.5714285714286
"408","Cleveland Browns",1950,NA,NA,NA,16,77
"409","Cleveland Browns",1951,NA,NA,NA,24.8,107.2
"410","Cleveland Browns",1952,NA,NA,NA,35,202.25
"411","Cleveland Browns",1953,NA,NA,NA,53.2,242
"412","Cleveland Browns",1954,NA,NA,NA,44,173.428571428571
"413","Cleveland Browns",1955,NA,NA,NA,11.4285714285714,38.5714285714286
"414","Cleveland Browns",1956,67.3333333333333,53.7333333333333,452.666666666667,36,133
"415","Cleveland Browns",1957,37.6666666666667,35.7666666666667,420.333333333333,37.5714285714286,124.714285714286
"416","Cleveland Browns",1958,NA,NA,NA,20.25,82
"417","Cleveland Browns",1959,NA,NA,NA,1,7.5
"418","Cleveland Browns",1960,NA,NA,NA,9.5,52
"419","Cleveland Browns",1961,NA,NA,NA,15,70.3333333333333
"420","Cleveland Browns",1962,87,25.15,589,32.5,127
"421","Cleveland Browns",1963,61,47.5,423,5,6.5
"422","Cleveland Browns",1964,NA,NA,NA,3,3
"423","Cleveland Browns",1965,83,48.2,549,11.2,52.6
"424","Cleveland Browns",1966,NA,NA,NA,46.6,244.4
"425","Cleveland Browns",1967,NA,NA,NA,50.8,259
"426","Cleveland Browns",1968,148.5,38.45,1200,93.75,436.75
"427","Cleveland Browns",1969,94.25,27.7,703.5,64.3333333333333,243
"428","Cleveland Browns",1970,130.666666666667,36.5333333333333,917.333333333333,93.75,342.75
"429","Cleveland Browns",1971,125.333333333333,35.4,840.333333333333,108,372
"430","Cleveland Browns",1972,112.333333333333,30.8,711.666666666667,69,278.5
"431","Cleveland Browns",1973,299,49.5,1719,51,197.6
"432","Cleveland Browns",1974,256,45.7,1384,17.25,89.25
"433","Cleveland Browns",1975,313,51.8,1749,18,70
"434","Cleveland Browns",1976,NA,NA,NA,3.33333333333333,14.3333333333333
"435","Cleveland Browns",1977,121,55.4,797,2.5,2
"436","Cleveland Browns",1978,NA,NA,NA,7.5,54
"437","Cleveland Browns",1979,NA,NA,NA,6.5,40.25
"438","Cleveland Browns",1980,NA,NA,NA,2.25,10
"439","Cleveland Browns",1981,NA,NA,NA,1.5,9.5
"440","Cleveland Browns",1982,NA,NA,NA,3,8.5
"441","Cleveland Browns",1983,NA,NA,NA,7,28.2
"442","Cleveland Browns",1984,NA,NA,NA,1.66666666666667,4.33333333333333
"443","Cleveland Browns",1985,103.25,27.375,713,41.1428571428571,183.285714285714
"444","Cleveland Browns",1986,134.25,68.775,995.75,53.2857142857143,192
"445","Cleveland Browns",1987,96.4,55.84,725,35.8,126.5
"446","Cleveland Browns",1988,111.5,43.2,737.5,30.6666666666667,111.222222222222
"447","Cleveland Browns",1989,263.5,47.4,1796.5,30.8571428571429,112
"448","Cleveland Browns",1990,191,67,1135.66666666667,40.4,158.8
"449","Cleveland Browns",1991,167.666666666667,70.7,1182.33333333333,56.5,199
"450","Cleveland Browns",1992,99,59.55,775.5,44.2857142857143,147.142857142857
"451","Cleveland Browns",1993,119.25,65.45,832,29.75,107.625
"452","Cleveland Browns",1994,189,27.55,1287.5,12.8,43
"453","Cleveland Browns",1995,184.666666666667,37.4666666666667,1249,8,36
"454","Cleveland Browns",1999,31,50.5333333333333,183.333333333333,24.1666666666667,87.5
"455","Cleveland Browns",2001,NA,NA,NA,83,250.666666666667
"456","Cleveland Browns",2002,NA,NA,NA,7.66666666666667,55
"457","Cleveland Browns",2003,NA,NA,NA,30,126.75
"458","Cleveland Browns",2004,88,26.525,584.75,10.1428571428571,45.7142857142857
"459","Cleveland Browns",2005,333,59.8,2321,11,39.5
"460","Cleveland Browns",2006,117,56.4,793,6.6,29.6
"461","Cleveland Browns",2007,267.5,47,1916,74,311.2
"462","Cleveland Browns",2008,186,50.4,1066.5,70.6,271
"463","Cleveland Browns",2009,146.333333333333,65.8666666666667,745.666666666667,62.8571428571429,242.857142857143
"464","Cleveland Browns",2010,118.25,71.65,792.75,11.7,31.7
"465","Cleveland Browns",2011,285,54.3,1650,46.6,178
"466","Cleveland Browns",2012,188.666666666667,59.7,1222.66666666667,38.8,153.6
"467","Cleveland Browns",2013,170.25,67.25,1093,17.4166666666667,81
"468","Cleveland Browns",2014,125.5,39.175,919.5,47.7,172.8
"469","Cleveland Browns",2015,203,60.3666666666667,1385.33333333333,37.9,153.7
"470","Cleveland Browns",2016,90.5,48.1166666666667,585.166666666667,31.6363636363636,155.545454545455
"471","Cleveland Indians",1931,NA,NA,NA,0,0
"472","Cleveland Rams",1937,NA,NA,NA,14.8,27.7
"473","Cleveland Rams",1938,NA,NA,NA,28.6666666666667,61
"474","Cleveland Rams",1939,208,51,1227,36.25,129
"475","Cleveland Rams",1940,62.6666666666667,14.0333333333333,369.333333333333,24.4,85.8
"476","Cleveland Rams",1941,75.6666666666667,25.8333333333333,348.333333333333,21.8571428571429,64.7142857142857
"477","Cleveland Rams",1942,47.4,48.1,297.6,28.2857142857143,70.1428571428571
"478","Cleveland Rams",1944,NA,NA,NA,36.1428571428571,107.571428571429
"479","Cleveland Rams",1945,49.5,37.525,441.75,25.375,127.75
"480","Dallas Cowboys",1960,225,49.3,1736,35.3333333333333,121.666666666667
"481","Dallas Cowboys",1961,236,50.8,1741,101.333333333333,422
"482","Dallas Cowboys",1962,83.5,28.6,718,124,582
"483","Dallas Cowboys",1963,65,50.8,418,62.75,279.25
"484","Dallas Cowboys",1964,68,47.1,349,70.75,296.75
"485","Dallas Cowboys",1965,NA,NA,NA,71.3333333333333,267.666666666667
"486","Dallas Cowboys",1966,NA,NA,NA,65.5,276.166666666667
"487","Dallas Cowboys",1967,NA,NA,NA,59,234.714285714286
"488","Dallas Cowboys",1968,NA,NA,NA,64.1666666666667,294.833333333333
"489","Dallas Cowboys",1969,NA,NA,NA,41.8333333333333,173.5
"490","Dallas Cowboys",1970,NA,NA,NA,53.3333333333333,239
"491","Dallas Cowboys",1971,NA,NA,NA,56.1666666666667,224
"492","Dallas Cowboys",1972,NA,NA,NA,49.75,229
"493","Dallas Cowboys",1973,NA,NA,NA,50.5,223.25
"494","Dallas Cowboys",1974,NA,NA,NA,41.5714285714286,170.571428571429
"495","Dallas Cowboys",1975,NA,NA,NA,72.8571428571429,298
"496","Dallas Cowboys",1976,NA,NA,NA,68.8571428571429,270.857142857143
"497","Dallas Cowboys",1977,NA,NA,NA,48.8333333333333,192.666666666667
"498","Dallas Cowboys",1978,NA,NA,NA,51.4,220.8
"499","Dallas Cowboys",1979,NA,NA,NA,34.1666666666667,123
"500","Dallas Cowboys",1980,NA,NA,NA,30.4,114.4
"501","Dallas Cowboys",1981,NA,NA,NA,9.5,27.75
"502","Dallas Cowboys",1982,NA,NA,NA,9.25,52
"503","Dallas Cowboys",1983,NA,NA,NA,14,58
"504","Dallas Cowboys",1984,NA,NA,NA,66,268
"505","Dallas Cowboys",1985,NA,NA,NA,22.4,61.6
"506","Dallas Cowboys",1986,189.5,78.45,1375,48.4,222.6
"507","Dallas Cowboys",1987,101,54.5,642,53.6,252.8
"508","Dallas Cowboys",1988,435,56.3,3139,75.3333333333333,317.833333333333
"509","Dallas Cowboys",1989,171,67.7,1041.33333333333,26.8,111.5
"510","Dallas Cowboys",1990,158.333333333333,45.6,966,14.5714285714286,59
"511","Dallas Cowboys",1991,363,65.3,2754,9,9.66666666666667
"512","Dallas Cowboys",1992,473,63.8,3445,17.6666666666667,59
"513","Dallas Cowboys",1993,118.75,68.4,904.25,17.75,55.375
"514","Dallas Cowboys",1994,149.333333333333,58.3333333333333,1153.66666666667,14.2,26.4
"515","Dallas Cowboys",1995,218.5,72.4,1675,6.25,11.75
"516","Dallas Cowboys",1996,234,81.85,1585,12.25,26
"517","Dallas Cowboys",1997,266,63.9,1669.5,10.6666666666667,29.3333333333333
"518","Dallas Cowboys",1998,158,72.3333333333333,1182,13,53.625
"519","Dallas Cowboys",1999,169,36.5,1092.66666666667,26.8333333333333,104.5
"520","Dallas Cowboys",2001,66.5,50.55,391.25,18.3,83.6
"521","Dallas Cowboys",2002,221,56.6,1465,20.3333333333333,79
"522","Dallas Cowboys",2003,127,39.45,834.75,66.2857142857143,262.714285714286
"523","Dallas Cowboys",2004,100,32,711.6,30.75,109.375
"524","Dallas Cowboys",2005,NA,NA,NA,37.3333333333333,133.833333333333
"525","Dallas Cowboys",2006,NA,NA,NA,31.2,140.8
"526","Dallas Cowboys",2007,NA,NA,NA,56,257.25
"527","Dallas Cowboys",2008,39.5,76.3,234.5,68.2,278.4
"528","Dallas Cowboys",2009,NA,NA,NA,93,429
"529","Dallas Cowboys",2010,159.5,32.85,1182.5,42.4,152.8
"530","Dallas Cowboys",2011,NA,NA,NA,28.125,132.125
"531","Dallas Cowboys",2012,NA,NA,NA,35.6666666666667,135.666666666667
"532","Dallas Cowboys",2013,51,64.7,398,39.5,183.25
"533","Dallas Cowboys",2014,41,58.5,303,96.4,458.6
"534","Dallas Cowboys",2015,101.75,47.35,698.25,40.4,187.7
"535","Dallas Cowboys",2016,119.75,55.85,942.5,49.9,239.6
"536","Dallas Texans",1952,35.6,30,207.6,39,156.833333333333
"537","Dallas Texans",1960,216.5,51.4,1415.5,16.4,48.6
"538","Dallas Texans",1961,166,47.9,1227,52.3333333333333,257.333333333333
"539","Dallas Texans",1962,310,61,2759,29.3333333333333,168
"540","Denver Broncos",1960,NA,NA,NA,20.8333333333333,85.1666666666667
"541","Denver Broncos",1961,NA,NA,NA,15,61
"542","Denver Broncos",1962,38,31.5,263.666666666667,30.2,113
"543","Denver Broncos",1963,NA,NA,NA,42.5,177.75
"544","Denver Broncos",1964,133,25.1,805.5,39.5,147.5
"545","Denver Broncos",1965,80,55,692,52.2,212.8
"546","Denver Broncos",1966,87,52.4,597,13.4,48.2
"547","Denver Broncos",1967,124.666666666667,27.5,730,22,53.75
"548","Denver Broncos",1968,36.4,41.4,228.8,27.1818181818182,96.7272727272727
"549","Denver Broncos",1969,134.333333333333,32.9333333333333,945,45.2,206.8
"550","Denver Broncos",1970,67.1666666666667,31.7333333333333,393,53,235.833333333333
"551","Denver Broncos",1971,37,26.1,237.4,62.8571428571429,255.857142857143
"552","Denver Broncos",1972,76.8,52.24,580,36.6,158.2
"553","Denver Broncos",1973,94.25,39.225,676.5,59.75,239
"554","Denver Broncos",1974,106.333333333333,70.3666666666667,863.333333333333,67.8571428571429,301.714285714286
"555","Denver Broncos",1975,125.333333333333,66.9,871,42,170.555555555556
"556","Denver Broncos",1976,117.666666666667,47.6333333333333,836.666666666667,45.1818181818182,175.545454545455
"557","Denver Broncos",1977,NA,NA,NA,42.3333333333333,166.555555555556
"558","Denver Broncos",1978,62,53.2,454,48.5555555555556,193.666666666667
"559","Denver Broncos",1979,NA,NA,NA,50.4285714285714,206.428571428571
"560","Denver Broncos",1980,NA,NA,NA,51.2,224.4
"561","Denver Broncos",1981,54.5,29.65,398.5,48.8333333333333,186.666666666667
"562","Denver Broncos",1982,223,58.7,1405,22,72.5
"563","Denver Broncos",1983,158.666666666667,34.2666666666667,1093.33333333333,16,61.2
"564","Denver Broncos",1984,380,56.3,2598,27.75,122.5
"565","Denver Broncos",1985,202.333333333333,18,1297,54.25,211.5
"566","Denver Broncos",1986,168.666666666667,85.2,1183.66666666667,19.3333333333333,81
"567","Denver Broncos",1987,129.5,27.375,956.5,27,99.75
"568","Denver Broncos",1988,127.5,26.3,859.25,14.7142857142857,66.2857142857143
"569","Denver Broncos",1989,416,53.6,3051,26.25,111.75
"570","Denver Broncos",1990,251.5,29.3,1763,23.75,103.25
"571","Denver Broncos",1991,227,43.5,1638.5,32.8571428571429,132.142857142857
"572","Denver Broncos",1992,109.75,52.4,770,23.4444444444444,79.8888888888889
"573","Denver Broncos",1993,184.333333333333,87.7333333333333,1353.66666666667,48,161.5
"574","Denver Broncos",1994,247.5,31.05,1745,34.3333333333333,108
"575","Denver Broncos",1995,542,58.3,3970,70.25,323.5
"576","Denver Broncos",1996,241.5,57.25,1693,100.25,458
"577","Denver Broncos",1997,252,52.9,1828,141.333333333333,656.666666666667
"578","Denver Broncos",1998,356,59,2806,214.5,1051
"579","Denver Broncos",1999,NA,NA,NA,171.5,685
"580","Denver Broncos",2001,NA,NA,NA,51.625,205.75
"581","Denver Broncos",2002,NA,NA,NA,31.75,148.75
"582","Denver Broncos",2003,37.6666666666667,31.9666666666667,161,14.1428571428571,50.7142857142857
"583","Denver Broncos",2004,NA,NA,NA,21.75,116.5
"584","Denver Broncos",2005,NA,NA,NA,61.875,297.625
"585","Denver Broncos",2006,137,59.1,1001,44.8,203.6
"586","Denver Broncos",2007,257.5,62,1879.5,32.625,159
"587","Denver Broncos",2008,206.666666666667,43,1515,33.5555555555556,154.333333333333
"588","Denver Broncos",2009,541,62.1,3802,10.6666666666667,37
"589","Denver Broncos",2010,290,54.4,2153.5,19.25,79.625
"590","Denver Broncos",2011,85.8,21.04,541.6,32.5,156.75
"591","Denver Broncos",2012,196,39.5333333333333,1557,39.5,120.25
"592","Denver Broncos",2013,337.5,68.55,2786,43.4,157.2
"593","Denver Broncos",2014,303.5,53.1,2389.5,54.5,218.75
"594","Denver Broncos",2015,303,60.8,2108,51.25,214.375
"595","Denver Broncos",2016,190,72.8333333333333,1304.66666666667,37.2727272727273,134.909090909091
"596","Detroit Lions",1934,NA,NA,NA,100.5,416
"597","Detroit Lions",1935,NA,NA,NA,23.125,85.625
"598","Detroit Lions",1936,NA,NA,NA,35,219.25
"599","Detroit Lions",1937,NA,NA,NA,26.2,147.2
"600","Detroit Lions",1938,NA,NA,NA,20.1666666666667,92.1666666666667
"601","Detroit Lions",1939,NA,NA,NA,30.6,129
"602","Detroit Lions",1940,NA,NA,NA,32.5,120.75
"603","Detroit Lions",1941,NA,NA,NA,19.625,52.625
"604","Detroit Lions",1942,NA,NA,NA,20.3333333333333,82.3333333333333
"605","Detroit Lions",1943,NA,NA,NA,15.5,52.375
"606","Detroit Lions",1944,NA,NA,NA,23.7142857142857,79.7142857142857
"607","Detroit Lions",1945,35.25,50.8,237.25,24.1,65.2
"608","Detroit Lions",1946,NA,NA,NA,17.6666666666667,41.5
"609","Detroit Lions",1947,114.666666666667,45.6333333333333,807.333333333333,12.9090909090909,41.7272727272727
"610","Detroit Lions",1948,107.666666666667,64.9,762.666666666667,20.8888888888889,68.4444444444444
"611","Detroit Lions",1949,127,45.85,729,19.6666666666667,76.3333333333333
"612","Detroit Lions",1950,99.75,25.25,688.25,24.3333333333333,92.8888888888889
"613","Detroit Lions",1951,86.75,27,613.5,39,160.714285714286
"614","Detroit Lions",1952,88,36.475,610.5,28.9090909090909,112.363636363636
"615","Detroit Lions",1953,93.6666666666667,29.5666666666667,706.333333333333,30.2222222222222,119
"616","Detroit Lions",1954,125,27.45,909,35.6,174.4
"617","Detroit Lions",1955,99,25.125,615.75,41.8333333333333,167
"618","Detroit Lions",1956,59.8,52.32,450,42.4444444444444,168.222222222222
"619","Detroit Lions",1957,46,12.15,292.25,40.125,174.125
"620","Detroit Lions",1958,NA,NA,NA,39.7142857142857,138.142857142857
"621","Detroit Lions",1959,NA,NA,NA,42.25,189.25
"622","Detroit Lions",1960,142,23.65,799.5,54.1428571428571,239.714285714286
"623","Detroit Lions",1961,124,23.7,960.5,52.375,222.75
"624","Detroit Lions",1962,NA,NA,NA,88,338.6
"625","Detroit Lions",1963,NA,NA,NA,52.8571428571429,206.714285714286
"626","Detroit Lions",1964,NA,NA,NA,70.6,251.8
"627","Detroit Lions",1965,NA,NA,NA,45.1428571428571,154
"628","Detroit Lions",1966,NA,NA,NA,64.4,207.6
"629","Detroit Lions",1967,NA,NA,NA,90,360.8
"630","Detroit Lions",1968,48,47.9,338,31.6666666666667,132.888888888889
"631","Detroit Lions",1969,40.75,37.5,224,44.375,167.875
"632","Detroit Lions",1970,136,61,1072,65.1428571428571,275.857142857143
"633","Detroit Lions",1971,261,52.1,2237,74.8571428571429,338.571428571429
"634","Detroit Lions",1972,134.5,25,1033,75.8333333333333,328.833333333333
"635","Detroit Lions",1973,46.6666666666667,66.7333333333333,325.333333333333,41.2727272727273,177.090909090909
"636","Detroit Lions",1974,42,54.9,300.5,40.1428571428571,147.428571428571
"637","Detroit Lions",1975,62.25,25.1,396,51.8571428571429,205.571428571429
"638","Detroit Lions",1976,118.333333333333,53.1,876.666666666667,39.75,166
"639","Detroit Lions",1977,76.4,26.16,390.8,49.5714285714286,172.857142857143
"640","Detroit Lions",1978,214,59.5,1373,26.3636363636364,110.272727272727
"641","Detroit Lions",1979,136.333333333333,38.5666666666667,806,18.6363636363636,67.2727272727273
"642","Detroit Lions",1980,210.5,54.25,1624.5,18.1666666666667,92.8333333333333
"643","Detroit Lions",1981,51.3333333333333,36.4,358,19.25,93
"644","Detroit Lions",1982,197,50.8,1343,8.66666666666667,31.5
"645","Detroit Lions",1983,113,52.2,720,9.66666666666667,42.6666666666667
"646","Detroit Lions",1984,151.333333333333,31.3666666666667,1089.66666666667,16.875,84.625
"647","Detroit Lions",1985,54,57.4,364,5.33333333333333,23.6666666666667
"648","Detroit Lions",1986,155,47.1,941,82,356.5
"649","Detroit Lions",1987,NA,NA,NA,28.5714285714286,94
"650","Detroit Lions",1988,NA,NA,NA,64.25,211.25
"651","Detroit Lions",1989,213.5,51.6,1575,68.5,336.166666666667
"652","Detroit Lions",1990,153.333333333333,50.1333333333333,1109.33333333333,88.75,469
"653","Detroit Lions",1991,194,59.8,1339,58.2857142857143,263.571428571429
"654","Detroit Lions",1992,100,38.6,793,89.25,395.25
"655","Detroit Lions",1993,148.5,53.35,970.5,50.8333333333333,221.166666666667
"656","Detroit Lions",1994,NA,NA,NA,170,984.5
"657","Detroit Lions",1995,NA,NA,NA,69.4,324.6
"658","Detroit Lions",1996,51.5,26.95,277,85.25,422.5
"659","Detroit Lions",1997,NA,NA,NA,81.4,469.6
"660","Detroit Lions",1998,138,38.1333333333333,982,72,313.166666666667
"661","Detroit Lions",1999,270,55.9,1957,32,105.333333333333
"662","Detroit Lions",2001,164.666666666667,39.6666666666667,1099.33333333333,18,57.375
"663","Detroit Lions",2002,429,50.1,2294,15.5,43.5
"664","Detroit Lions",2003,139.25,38.95,725.25,32.5,106.5
"665","Detroit Lions",2004,489,56,3047,22.2,69.8
"666","Detroit Lions",2005,173.333333333333,52.4,1007,29.8,97.6
"667","Detroit Lions",2006,596,62.4,4208,16.8571428571429,61.8571428571429
"668","Detroit Lions",2007,293.5,56.65,2108,15.8333333333333,60
"669","Detroit Lions",2008,130.666666666667,55.2333333333333,831,12.75,41.375
"670","Detroit Lions",2009,214,52.15,1263,8.83333333333333,43.1666666666667
"671","Detroit Lions",2010,210.333333333333,59.7333333333333,1333.66666666667,14,71
"672","Detroit Lions",2011,333,65.1,2535.5,6.83333333333333,24.8333333333333
"673","Detroit Lions",2012,370,68.35,2569.5,56.8333333333333,235.166666666667
"674","Detroit Lions",2013,634,58.5,4650,55.375,225
"675","Detroit Lions",2014,302,80.15,2142,55.4285714285714,200.428571428571
"676","Detroit Lions",2015,316,61.1,2231.5,35.4,133.5
"677","Detroit Lions",2016,594,65.3,4327,38.8888888888889,145.555555555556
"678","Detroit Wolverines",1928,NA,NA,NA,0,0
"679","Duluth Eskimos",1926,NA,NA,NA,0,0
"680","Frankford Yellow Jackets",1930,NA,NA,NA,0,0
"681","Frankford Yellow Jackets",1931,NA,NA,NA,0,0
"682","Green Bay Packers",1924,NA,NA,NA,0,0
"683","Green Bay Packers",1925,NA,NA,NA,0,0
"684","Green Bay Packers",1926,NA,NA,NA,0,0
"685","Green Bay Packers",1927,NA,NA,NA,0,0
"686","Green Bay Packers",1928,NA,NA,NA,0,0
"687","Green Bay Packers",1929,NA,NA,NA,0,0
"688","Green Bay Packers",1930,NA,NA,NA,0,0
"689","Green Bay Packers",1931,NA,NA,NA,0,0
"690","Green Bay Packers",1932,NA,NA,NA,18.8,63.6
"691","Green Bay Packers",1933,NA,NA,NA,23,79
"692","Green Bay Packers",1934,NA,NA,NA,17,58
"693","Green Bay Packers",1935,NA,NA,NA,39,136.333333333333
"694","Green Bay Packers",1936,NA,NA,NA,48.3333333333333,201
"695","Green Bay Packers",1937,NA,NA,NA,26.3333333333333,117
"696","Green Bay Packers",1938,48,20.35,329.5,37.8333333333333,164.666666666667
"697","Green Bay Packers",1939,NA,NA,NA,47.8571428571429,167
"698","Green Bay Packers",1940,64,24.8666666666667,412,36.375,132.125
"699","Green Bay Packers",1941,84,39.5,576,37.125,134.625
"700","Green Bay Packers",1942,110,53.9666666666667,802.333333333333,35.4285714285714,115.714285714286
"701","Green Bay Packers",1943,67.5,38.35,467.5,35.5,163.166666666667
"702","Green Bay Packers",1944,NA,NA,NA,33.75,139.5
"703","Green Bay Packers",1945,NA,NA,NA,15.25,71.25
"704","Green Bay Packers",1946,NA,NA,NA,62.6,226.4
"705","Green Bay Packers",1947,84,44.0333333333333,574.666666666667,46,181
"706","Green Bay Packers",1948,68.6666666666667,32.7333333333333,329.666666666667,51.3333333333333,216.5
"707","Green Bay Packers",1949,64,18.0666666666667,312,55.1428571428571,241.857142857143
"708","Green Bay Packers",1950,47.6666666666667,55.7333333333333,200,30.2857142857143,100.571428571429
"709","Green Bay Packers",1951,111,28.3,653,15.1666666666667,45.3333333333333
"710","Green Bay Packers",1952,60,47.8333333333333,473.333333333333,36.7142857142857,119
"711","Green Bay Packers",1953,166,44.6,830,33.625,140.875
"712","Green Bay Packers",1954,NA,NA,NA,44.6,188.2
"713","Green Bay Packers",1955,NA,NA,NA,82.5,354.25
"714","Green Bay Packers",1956,NA,NA,NA,45,183.5
"715","Green Bay Packers",1957,51.5,19.1,334.5,30.5,105.75
"716","Green Bay Packers",1958,63,30.5666666666667,414.333333333333,29.1666666666667,122.333333333333
"717","Green Bay Packers",1959,NA,NA,NA,60.6666666666667,259.666666666667
"718","Green Bay Packers",1960,NA,NA,NA,115.5,562.5
"719","Green Bay Packers",1961,NA,NA,NA,67.25,345.5
"720","Green Bay Packers",1962,NA,NA,NA,98.3333333333333,529.666666666667
"721","Green Bay Packers",1963,43,72.6,330.5,61.8,253.8
"722","Green Bay Packers",1964,NA,NA,NA,87.6666666666667,440
"723","Green Bay Packers",1965,NA,NA,NA,66.25,222
"724","Green Bay Packers",1966,NA,NA,NA,74.8,272.4
"725","Green Bay Packers",1967,NA,NA,NA,73.75,281
"726","Green Bay Packers",1968,NA,NA,NA,94.5,389.5
"727","Green Bay Packers",1969,NA,NA,NA,68.75,262
"728","Green Bay Packers",1970,NA,NA,NA,68.2,238.4
"729","Green Bay Packers",1971,NA,NA,NA,126.5,532
"730","Green Bay Packers",1972,NA,NA,NA,39.8,174
"731","Green Bay Packers",1973,56.6666666666667,48.7666666666667,353.666666666667,41.6,135
"732","Green Bay Packers",1974,110.333333333333,32.1,593.666666666667,27.2857142857143,86
"733","Green Bay Packers",1975,179,57.05,1078,30.1666666666667,100.5
"734","Green Bay Packers",1976,94,44.1,584.666666666667,24.4285714285714,89
"735","Green Bay Packers",1977,110.5,75.7,689.5,22,56.6666666666667
"736","Green Bay Packers",1978,NA,NA,NA,5.5,32.5
"737","Green Bay Packers",1979,119,50.4,787,15.2857142857143,64.1428571428571
"738","Green Bay Packers",1980,241.5,49.1,1774,70.5,268.833333333333
"739","Green Bay Packers",1981,128.666666666667,52.5333333333333,928,38.5714285714286,150.428571428571
"740","Green Bay Packers",1982,109.5,28.45,895,42.6,148.8
"741","Green Bay Packers",1983,163.666666666667,66.5666666666667,1513,63,266
"742","Green Bay Packers",1984,111,31.55,857.5,48.6,228.6
"743","Green Bay Packers",1985,109.75,25.075,750,43.1428571428571,216
"744","Green Bay Packers",1986,40,57.5,283,47.375,187.75
"745","Green Bay Packers",1987,41.6,48.56,294,21.4545454545455,83.0909090909091
"746","Green Bay Packers",1988,169,26.5,1059.5,31.6666666666667,109.166666666667
"747","Green Bay Packers",1989,300,79.45,2162.5,28.6,126
"748","Green Bay Packers",1990,180.333333333333,56.4666666666667,1232,28,112.444444444444
"749","Green Bay Packers",1991,171.333333333333,54.2333333333333,1071,31.7142857142857,117.571428571429
"750","Green Bay Packers",1992,263,66.6,1749,27.4,100.6
"751","Green Bay Packers",1993,176,73.6333333333333,1110,58,219
"752","Green Bay Packers",1994,582,62.4,3882,15.6,65.8
"753","Green Bay Packers",1995,293,56.5,2247,13.5,49.8333333333333
"754","Green Bay Packers",1996,543,59.9,3899,65.3333333333333,269.333333333333
"755","Green Bay Packers",1997,513,59.3,3867,130,539.333333333333
"756","Green Bay Packers",1998,287.5,60.65,2170,65,212
"757","Green Bay Packers",1999,302.5,43.65,2066,87.25,343.75
"758","Green Bay Packers",2001,510,61.6,3921,17,45
"759","Green Bay Packers",2002,193.333333333333,76.6,1274.33333333333,27.2,110
"760","Green Bay Packers",2003,236.5,82.7,1688.5,20.8571428571429,88.7142857142857
"761","Green Bay Packers",2004,149.25,70.4,1132.5,23.2857142857143,96.4285714285714
"762","Green Bay Packers",2005,125.2,63.52,792.8,34.125,121
"763","Green Bay Packers",2006,209.666666666667,65.3333333333333,1315.66666666667,6,3.4
"764","Green Bay Packers",2007,192.666666666667,61.5333333333333,1487,23.6,64.2
"765","Green Bay Packers",2008,270.5,51.8,2022,28.25,117.25
"766","Green Bay Packers",2009,276.5,61.5,2246,27,110
"767","Green Bay Packers",2010,270.5,63.15,2177.5,59,223
"768","Green Bay Packers",2011,184,45.2,1720.33333333333,36.7142857142857,140.285714285714
